n : 35
m : 7
L0 : 108
LNP1 : 216

 A : [ (1) 113
 (2) 115
 (3) 117
 (4) 117
 (5) 119
 (6) 120
 (7) 120
 (8) 126
 (9) 132
 (10) 134
 (11) 135
 (12) 141
 (13) 142
 (14) 148
 (15) 148
 (16) 149
 (17) 154
 (18) 155
 (19) 156
 (20) 158
 (21) 164
 (22) 165
 (23) 165
 (24) 170
 (25) 173
 (26) 176
 (27) 177
 (28) 179
 (29) 191
 (30) 192
 (31) 193
 (32) 195
 (33) 197
 (34) 197
 (35) 203
] 

 D : [ (1) 126
 (2) 127
 (3) 130
 (4) 143
 (5) 131
 (6) 139
 (7) 131
 (8) 149
 (9) 141
 (10) 149
 (11) 148
 (12) 156
 (13) 156
 (14) 161
 (15) 161
 (16) 163
 (17) 164
 (18) 175
 (19) 169
 (20) 171
 (21) 174
 (22) 187
 (23) 173
 (24) 191
 (25) 192
 (26) 190
 (27) 193
 (28) 194
 (29) 208
 (30) 205
 (31) 206
 (32) 211
 (33) 210
 (34) 209
 (35) 215
] 

 P : [ (1 1) 0  (1 2) 1  (1 3) 1  (1 4) 0  (1 5) 1  (1 6) 1  (1 7) 1 
 (2 1) 0  (2 2) 1  (2 3) 1  (2 4) 0  (2 5) 1  (2 6) 1  (2 7) 1 
 (3 1) 1  (3 2) 1  (3 3) 1  (3 4) 0  (3 5) 1  (3 6) 1  (3 7) 1 
 (4 1) 0  (4 2) 1  (4 3) 1  (4 4) 0  (4 5) 1  (4 6) 1  (4 7) 1 
 (5 1) 0  (5 2) 1  (5 3) 1  (5 4) 0  (5 5) 1  (5 6) 1  (5 7) 1 
 (6 1) 0  (6 2) 1  (6 3) 1  (6 4) 0  (6 5) 1  (6 6) 1  (6 7) 1 
 (7 1) 0  (7 2) 0  (7 3) 1  (7 4) 1  (7 5) 1  (7 6) 1  (7 7) 1 
 (8 1) 1  (8 2) 1  (8 3) 1  (8 4) 0  (8 5) 1  (8 6) 1  (8 7) 1 
 (9 1) 1  (9 2) 1  (9 3) 1  (9 4) 1  (9 5) 1  (9 6) 1  (9 7) 1 
 (10 1) 1  (10 2) 1  (10 3) 1  (10 4) 1  (10 5) 1  (10 6) 1  (10 7) 1 
 (11 1) 0  (11 2) 1  (11 3) 1  (11 4) 0  (11 5) 1  (11 6) 1  (11 7) 1 
 (12 1) 1  (12 2) 1  (12 3) 1  (12 4) 0  (12 5) 1  (12 6) 1  (12 7) 1 
 (13 1) 0  (13 2) 1  (13 3) 1  (13 4) 0  (13 5) 1  (13 6) 1  (13 7) 1 
 (14 1) 1  (14 2) 1  (14 3) 1  (14 4) 0  (14 5) 1  (14 6) 1  (14 7) 1 
 (15 1) 1  (15 2) 1  (15 3) 1  (15 4) 1  (15 5) 1  (15 6) 1  (15 7) 1 
 (16 1) 0  (16 2) 1  (16 3) 1  (16 4) 0  (16 5) 1  (16 6) 1  (16 7) 1 
 (17 1) 1  (17 2) 1  (17 3) 1  (17 4) 0  (17 5) 1  (17 6) 1  (17 7) 1 
 (18 1) 1  (18 2) 1  (18 3) 1  (18 4) 0  (18 5) 1  (18 6) 1  (18 7) 1 
 (19 1) 0  (19 2) 1  (19 3) 1  (19 4) 0  (19 5) 1  (19 6) 1  (19 7) 1 
 (20 1) 1  (20 2) 1  (20 3) 1  (20 4) 0  (20 5) 1  (20 6) 1  (20 7) 1 
 (21 1) 0  (21 2) 1  (21 3) 1  (21 4) 0  (21 5) 1  (21 6) 1  (21 7) 1 
 (22 1) 0  (22 2) 1  (22 3) 1  (22 4) 0  (22 5) 1  (22 6) 1  (22 7) 1 
 (23 1) 0  (23 2) 1  (23 3) 1  (23 4) 0  (23 5) 1  (23 6) 1  (23 7) 1 
 (24 1) 0  (24 2) 1  (24 3) 1  (24 4) 0  (24 5) 1  (24 6) 1  (24 7) 1 
 (25 1) 0  (25 2) 0  (25 3) 0  (25 4) 1  (25 5) 0  (25 6) 0  (25 7) 0 
 (26 1) 1  (26 2) 1  (26 3) 1  (26 4) 0  (26 5) 1  (26 6) 1  (26 7) 1 
 (27 1) 1  (27 2) 1  (27 3) 1  (27 4) 0  (27 5) 1  (27 6) 1  (27 7) 1 
 (28 1) 1  (28 2) 1  (28 3) 1  (28 4) 0  (28 5) 1  (28 6) 1  (28 7) 1 
 (29 1) 0  (29 2) 1  (29 3) 1  (29 4) 0  (29 5) 1  (29 6) 1  (29 7) 1 
 (30 1) 1  (30 2) 1  (30 3) 1  (30 4) 0  (30 5) 1  (30 6) 1  (30 7) 1 
 (31 1) 1  (31 2) 1  (31 3) 1  (31 4) 1  (31 5) 1  (31 6) 1  (31 7) 1 
 (32 1) 1  (32 2) 1  (32 3) 1  (32 4) 0  (32 5) 1  (32 6) 1  (32 7) 1 
 (33 1) 1  (33 2) 1  (33 3) 1  (33 4) 0  (33 5) 1  (33 6) 1  (33 7) 1 
 (34 1) 1  (34 2) 1  (34 3) 1  (34 4) 1  (34 5) 1  (34 6) 1  (34 7) 1 
 (35 1) 1  (35 2) 1  (35 3) 1  (35 4) 0  (35 5) 1  (35 6) 1  (35 7) 1 
]
