n : 44
m : 9
L0 : 96
LNP1 : 216

 A : [ (1) 100
 (2) 107
 (3) 107
 (4) 113
 (5) 115
 (6) 116
 (7) 118
 (8) 120
 (9) 123
 (10) 130
 (11) 130
 (12) 131
 (13) 132
 (14) 135
 (15) 136
 (16) 137
 (17) 141
 (18) 141
 (19) 142
 (20) 149
 (21) 150
 (22) 154
 (23) 154
 (24) 155
 (25) 155
 (26) 156
 (27) 159
 (28) 160
 (29) 165
 (30) 168
 (31) 169
 (32) 170
 (33) 176
 (34) 176
 (35) 178
 (36) 178
 (37) 183
 (38) 188
 (39) 190
 (40) 193
 (41) 194
 (42) 195
 (43) 197
 (44) 197
] 

 D : [ (1) 129
 (2) 139
 (3) 121
 (4) 126
 (5) 127
 (6) 131
 (7) 133
 (8) 139
 (9) 137
 (10) 145
 (11) 152
 (12) 150
 (13) 141
 (14) 148
 (15) 149
 (16) 156
 (17) 156
 (18) 155
 (19) 156
 (20) 163
 (21) 170
 (22) 164
 (23) 167
 (24) 167
 (25) 175
 (26) 169
 (27) 173
 (28) 191
 (29) 173
 (30) 182
 (31) 181
 (32) 184
 (33) 215
 (34) 190
 (35) 196
 (36) 193
 (37) 198
 (38) 200
 (39) 202
 (40) 206
 (41) 207
 (42) 211
 (43) 211
 (44) 210
] 

 P : [ (1 1) 1  (1 2) 1  (1 3) 1  (1 4) 1  (1 5) 1  (1 6) 1  (1 7) 1  (1 8) 1  (1 9) 0 
 (2 1) 1  (2 2) 1  (2 3) 1  (2 4) 0  (2 5) 1  (2 6) 1  (2 7) 1  (2 8) 1  (2 9) 1 
 (3 1) 0  (3 2) 1  (3 3) 1  (3 4) 0  (3 5) 1  (3 6) 1  (3 7) 1  (3 8) 1  (3 9) 1 
 (4 1) 0  (4 2) 1  (4 3) 1  (4 4) 0  (4 5) 1  (4 6) 1  (4 7) 1  (4 8) 1  (4 9) 1 
 (5 1) 0  (5 2) 1  (5 3) 1  (5 4) 0  (5 5) 1  (5 6) 1  (5 7) 1  (5 8) 1  (5 9) 1 
 (6 1) 0  (6 2) 1  (6 3) 1  (6 4) 0  (6 5) 1  (6 6) 1  (6 7) 1  (6 8) 1  (6 9) 1 
 (7 1) 1  (7 2) 1  (7 3) 1  (7 4) 1  (7 5) 1  (7 6) 1  (7 7) 1  (7 8) 1  (7 9) 0 
 (8 1) 0  (8 2) 1  (8 3) 1  (8 4) 0  (8 5) 1  (8 6) 1  (8 7) 1  (8 8) 1  (8 9) 1 
 (9 1) 0  (9 2) 1  (9 3) 1  (9 4) 0  (9 5) 1  (9 6) 1  (9 7) 1  (9 8) 1  (9 9) 1 
 (10 1) 0  (10 2) 1  (10 3) 1  (10 4) 0  (10 5) 1  (10 6) 1  (10 7) 1  (10 8) 1  (10 9) 1 
 (11 1) 0  (11 2) 1  (11 3) 1  (11 4) 0  (11 5) 1  (11 6) 1  (11 7) 1  (11 8) 1  (11 9) 1 
 (12 1) 0  (12 2) 0  (12 3) 0  (12 4) 1  (12 5) 0  (12 6) 0  (12 7) 0  (12 8) 0  (12 9) 0 
