n : 30
m : 6
L0 : 96
LNP1 : 216

 A : [ (1) 107
 (2) 107
 (3) 114
 (4) 116
 (5) 116
 (6) 118
 (7) 123
 (8) 130
 (9) 132
 (10) 134
 (11) 134
 (12) 139
 (13) 141
 (14) 148
 (15) 149
 (16) 151
 (17) 156
 (18) 158
 (19) 159
 (20) 164
 (21) 165
 (22) 170
 (23) 172
 (24) 176
 (25) 177
 (26) 178
 (27) 190
 (28) 191
 (29) 197
 (30) 203
] 

 D : [ (1) 121
 (2) 139
 (3) 130
 (4) 131
 (5) 128
 (6) 131
 (7) 137
 (8) 145
 (9) 141
 (10) 151
 (11) 149
 (12) 154
 (13) 157
 (14) 161
 (15) 163
 (16) 158
 (17) 169
 (18) 171
 (19) 173
 (20) 174
 (21) 187
 (22) 184
 (23) 185
 (24) 215
 (25) 193
 (26) 196
 (27) 202
 (28) 208
 (29) 209
 (30) 215
] 

 P : [ (1 1) 0  (1 2) 1  (1 3) 1  (1 4) 0  (1 5) 1  (1 6) 1 
 (2 1) 1  (2 2) 1  (2 3) 1  (2 4) 0  (2 5) 1  (2 6) 1 
 (3 1) 1  (3 2) 1  (3 3) 1  (3 4) 0  (3 5) 1  (3 6) 1 
 (4 1) 0  (4 2) 1  (4 3) 1  (4 4) 0  (4 5) 1  (4 6) 1 
 (5 1) 1  (5 2) 1  (5 3) 1  (5 4) 1  (5 5) 1  (5 6) 1 
 (6 1) 0  (6 2) 1  (6 3) 1  (6 4) 0  (6 5) 1  (6 6) 1 
 (7 1) 0  (7 2) 1  (7 3) 1  (7 4) 0  (7 5) 1  (7 6) 1 
 (8 1) 0  (8 2) 1  (8 3) 1  (8 4) 0  (8 5) 1  (8 6) 1 
 (9 1) 1  (9 2) 1  (9 3) 1  (9 4) 1  (9 5) 1  (9 6) 1 
 (10 1) 1  (10 2) 1  (10 3) 1  (10 4) 0  (10 5) 1  (10 6) 1 
 (11 1) 1  (11 2) 1  (11 3) 1  (11 4) 1  (11 5) 1  (11 6) 1 
 (12 1) 1  (12 2) 1  (12 3) 1  (12 4) 0  (12 5) 1  (12 6) 1 
 (13 1) 1  (13 2) 1  (13 3) 1  (13 4) 0  (13 5) 1  (13 6) 1 
 (14 1) 1  (14 2) 1  (14 3) 1  (14 4) 0  (14 5) 1  (14 6) 1 
 (15 1) 0  (15 2) 1  (15 3) 1  (15 4) 0  (15 5) 1  (15 6) 1 
 (16 1) 1  (16 2) 1  (16 3) 1  (16 4) 0  (16 5) 1  (16 6) 1 
 (17 1) 0  (17 2) 1  (17 3) 1  (17 4) 0  (17 5) 1  (17 6) 1 
 (18 1) 1  (18 2) 1  (18 3) 1  (18 4) 0  (18 5) 1  (18 6) 1 
 (19 1) 1  (19 2) 1  (19 3) 1  (19 4) 0  (19 5) 1  (19 6) 1 
 (20 1) 0  (20 2) 1  (20 3) 1  (20 4) 0  (20 5) 1  (20 6) 1 
 (21 1) 0  (21 2) 1  (21 3) 1  (21 4) 0  (21 5) 1  (21 6) 1 
 (22 1) 0  (22 2) 0  (22 3) 1  (22 4) 1  (22 5) 1  (22 6) 1 
 (23 1) 0  (23 2) 1  (23 3) 1  (23 4) 0  (23 5) 1  (23 6) 1 
 (24 1) 0  (24 2) 1  (24 3) 1  (24 4) 0  (24 5) 1  (24 6) 1 
 (25 1) 1  (25 2) 1  (25 3) 1  (25 4) 0  (25 5) 1  (25 6) 1 
 (26 1) 0  (26 2) 1  (26 3) 1  (26 4) 0  (26 5) 1  (26 6) 1 
 (27 1) 0  (27 2) 1  (27 3) 1  (27 4) 0  (27 5) 1  (27 6) 1 
 (28 1) 0  (28 2) 1  (28 3) 1  (28 4) 0  (28 5) 1  (28 6) 1 
 (29 1) 1  (29 2) 1  (29 3) 1  (29 4) 1  (29 5) 1  (29 6) 1 
 (30 1) 1  (30 2) 1  (30 3) 1  (30 4) 0  (30 5) 1  (30 6) 1 
]
