n : 48
m : 10
L0 : 96
LNP1 : 216

 A : [ (1) 107
 (2) 113
 (3) 114
 (4) 116
 (5) 116
 (6) 117
 (7) 118
 (8) 118
 (9) 119
 (10) 123
 (11) 130
 (12) 132
 (13) 134
 (14) 135
 (15) 136
 (16) 136
 (17) 137
 (18) 139
 (19) 141
 (20) 143
 (21) 146
 (22) 149
 (23) 149
 (24) 154
 (25) 154
 (26) 155
 (27) 156
 (28) 158
 (29) 164
 (30) 165
 (31) 167
 (32) 169
 (33) 170
 (34) 172
 (35) 172
 (36) 176
 (37) 178
 (38) 179
 (39) 183
 (40) 186
 (41) 189
 (42) 190
 (43) 192
 (44) 193
 (45) 197
 (46) 197
 (47) 197
 (48) 203
] 

 D : [ (1) 121
 (2) 126
 (3) 130
 (4) 128
 (5) 131
 (6) 143
 (7) 133
 (8) 131
 (9) 134
 (10) 137
 (11) 152
 (12) 141
 (13) 151
 (14) 148
 (15) 167
 (16) 149
 (17) 157
 (18) 154
 (19) 155
 (20) 162
 (21) 160
 (22) 163
 (23) 163
 (24) 164
 (25) 167
 (26) 175
 (27) 169
 (28) 171
 (29) 174
 (30) 173
 (31) 216
 (32) 181
 (33) 191
 (34) 185
 (35) 187
 (36) 193
 (37) 193
 (38) 194
 (39) 198
 (40) 201
 (41) 201
 (42) 202
 (43) 205
 (44) 206
 (45) 211
 (46) 210
 (47) 209
 (48) 215
] 

 P : [ (1 1) 0  (1 2) 1  (1 3) 1  (1 4) 0  (1 5) 1  (1 6) 1  (1 7) 1  (1 8) 1  (1 9) 1  (1 10) 1 
 (2 1) 0  (2 2) 1  (2 3) 1  (2 4) 0  (2 5) 1  (2 6) 1  (2 7) 1  (2 8) 1  (2 9) 1  (2 10) 1 
 (3 1) 1  (3 2) 1  (3 3) 1  (3 4) 0  (3 5) 1  (3 6) 1  (3 7) 1  (3 8) 1  (3 9) 1  (3 10) 1 
 (4 1) 1  (4 2) 1  (4 3) 1  (4 4) 1  (4 5) 1  (4 6) 1  (4 7) 1  (4 8) 1  (4 9) 0  (4 10) 0 
 (5 1) 0  (5 2) 1  (5 3) 1  (5 4) 0  (5 5) 1  (5 6) 1  (5 7) 1  (5 8) 1  (5 9) 1  (5 10) 1 
 (6 1) 0  (6 2) 1  (6 3) 1  (6 4) 0  (6 5) 1  (6 6) 1  (6 7) 1  (6 8) 1  (6 9) 1  (6 10) 1 
 (7 1) 1  (7 2) 1  (7 3) 1  (7 4) 1  (7 5) 1  (7 6) 1  (7 7) 1  (7 8) 1  (7 9) 0  (7 10) 0 
 (8 1) 0  (8 2) 1  (8 3) 1  (8 4) 0  (8 5) 1  (8 6) 1  (8 7) 1  (8 8) 1  (8 9) 1  (8 10) 1 
 (9 1) 1  (9 2) 1  (9 3) 1  (9 4) 0  (9 5) 1  (9 6) 1  (9 7) 1  (9 8) 1  (9 9) 1  (9 10) 1 
 (10 1) 0  (10 2) 1  (10 3) 1  (10 4) 0  (10 5) 1  (10 6) 1  (10 7) 1  (10 8) 1  (10 9) 1  (10 10) 1 
 (11 1) 0  (11 2) 1  (11 3) 1  (11 4) 0  (11 5) 1  (11 6) 1  (11 7) 1  (11 8) 1  (11 9) 1  (11 10) 1 
 (12 1) 1  (12 2) 1  (12 3) 1  (12 4) 1  (12 5) 1  (12 6) 1  (12 7) 1  (12 8) 1  (12 9) 0  (12 10) 0 
 (13 1) 1  (13 2) 1  (13 3) 1  (13 4) 0  (13 5) 1  (13 6) 1  (13 7) 1  (13 8) 1  (13 9) 1  (13 10) 1 
 (14 1) 0  (14 2) 1  (14 3) 1  (14 4) 0  (14 5) 1  (14 6) 1  (14 7) 1  (14 8) 1  (14 9) 1  (14 10) 1 
 (15 1) 0  (15 2) 1  (15 3) 1  (15 4) 0  (15 5) 1  (15 6) 1  (15 7) 1  (15 8) 1  (15 9) 1  (15 10) 1 
 (16 1) 0  (16 2) 1  (16 3) 1  (16 4) 0  (16 5) 1  (16 6) 1  (16 7) 1  (16 8) 1  (16 9) 1  (16 10) 1 
 (17 1) 0  (17 2) 1  (17 3) 1  (17 4) 0  (17 5) 1  (17 6) 1  (17 7) 1  (17 8) 1  (17 9) 1  (17 10) 1 
 (18 1) 1  (18 2) 1  (18 3) 1  (18 4) 0  (18 5) 1  (18 6) 1  (18 7) 1  (18 8) 1  (18 9) 1  (18 10) 1 
 (19 1) 0  (19 2) 1  (19 3) 1  (19 4) 0  (19 5) 1  (19 6) 1  (19 7) 1  (19 8) 1  (19 9) 1  (19 10) 1 
 (20 1) 0  (20 2) 0  (20 3) 0  (20 4) 1  (20 5) 0  (20 6) 0  (20 7) 0  (20 8) 0  (20 9) 0  (20 10) 0 
 (21 1) 1  (21 2) 1  (21 3) 1  (21 4) 1  (21 5) 1  (21 6) 1  (21 7) 1  (21 8) 1  (21 9) 0  (21 10) 0 
 (22 1) 0  (22 2) 1  (22 3) 1  (22 4) 0  (22 5) 1  (22 6) 1  (22 7) 1  (22 8) 1  (22 9) 1  (22 10) 1 
 (23 1) 0  (23 2) 1  (23 3) 1  (23 4) 0  (23 5) 1  (23 6) 1  (23 7) 1  (23 8) 1  (23 9) 1  (23 10) 1 
 (24 1) 1  (24 2) 1  (24 3) 1  (24 4) 0  (24 5) 1  (24 6) 1  (24 7) 1  (24 8) 1  (24 9) 1  (24 10) 1 
 (25 1) 1  (25 2) 1  (25 3) 1  (25 4) 0  (25 5) 1  (25 6) 1  (25 7) 1  (25 8) 1  (25 9) 1  (25 10) 1 
 (26 1) 1  (26 2) 1  (26 3) 1  (26 4) 0  (26 5) 1  (26 6) 1  (26 7) 1  (26 8) 1  (26 9) 1  (26 10) 1 
 (27 1) 0  (27 2) 1  (27 3) 1  (27 4) 0  (27 5) 1  (27 6) 1  (27 7) 1  (27 8) 1  (27 9) 1  (27 10) 1 
 (28 1) 1  (28 2) 1  (28 3) 1  (28 4) 0  (28 5) 1  (28 6) 1  (28 7) 1  (28 8) 1  (28 9) 1  (28 10) 1 
 (29 1) 0  (29 2) 1  (29 3) 1  (29 4) 0  (29 5) 1  (29 6) 1  (29 7) 1  (29 8) 1  (29 9) 1  (29 10) 1 
 (30 1) 0  (30 2) 1  (30 3) 1  (30 4) 0  (30 5) 1  (30 6) 1  (30 7) 1  (30 8) 1  (30 9) 1  (30 10) 1 
 (31 1) 0  (31 2) 1  (31 3) 1  (31 4) 0  (31 5) 1  (31 6) 1  (31 7) 1  (31 8) 1  (31 9) 1  (31 10) 1 
 (32 1) 0  (32 2) 0  (32 3) 1  (32 4) 1  (32 5) 1  (32 6) 1  (32 7) 1  (32 8) 1  (32 9) 1  (32 10) 1 
 (33 1) 0  (33 2) 1  (33 3) 1  (33 4) 0  (33 5) 1  (33 6) 1  (33 7) 1  (33 8) 1  (33 9) 1  (33 10) 1 
 (34 1) 0  (34 2) 1  (34 3) 1  (34 4) 0  (34 5) 1  (34 6) 1  (34 7) 1  (34 8) 1  (34 9) 1  (34 10) 1 
 (35 1) 0  (35 2) 1  (35 3) 1  (35 4) 0  (35 5) 1  (35 6) 1  (35 7) 1  (35 8) 1  (35 9) 1  (35 10) 1 
 (36 1) 0  (36 2) 1  (36 3) 1  (36 4) 0  (36 5) 1  (36 6) 1  (36 7) 1  (36 8) 1  (36 9) 1  (36 10) 1 
 (37 1) 1  (37 2) 1  (37 3) 1  (37 4) 0  (37 5) 1  (37 6) 1  (37 7) 1  (37 8) 1  (37 9) 1  (37 10) 1 
 (38 1) 1  (38 2) 1  (38 3) 1  (38 4) 0  (38 5) 1  (38 6) 1  (38 7) 1  (38 8) 1  (38 9) 1  (38 10) 1 
 (39 1) 0  (39 2) 0  (39 3) 0  (39 4) 1  (39 5) 0  (39 6) 0  (39 7) 0  (39 8) 0  (39 9) 0  (39 10) 0 
 (40 1) 0  (40 2) 1  (40 3) 1  (40 4) 0  (40 5) 1  (40 6) 1  (40 7) 1  (40 8) 1  (40 9) 1  (40 10) 1 
 (41 1) 1  (41 2) 1  (41 3) 1  (41 4) 0  (41 5) 1  (41 6) 1  (41 7) 1  (41 8) 1  (41 9) 1  (41 10) 1 
 (42 1) 0  (42 2) 1  (42 3) 1  (42 4) 0  (42 5) 1  (42 6) 1  (42 7) 1  (42 8) 1  (42 9) 1  (42 10) 1 
 (43 1) 1  (43 2) 1  (43 3) 1  (43 4) 0  (43 5) 1  (43 6) 1  (43 7) 1  (43 8) 1  (43 9) 1  (43 10) 1 
 (44 1) 1  (44 2) 1  (44 3) 1  (44 4) 1  (44 5) 1  (44 6) 1  (44 7) 1  (44 8) 1  (44 9) 0  (44 10) 0 
 (45 1) 1  (45 2) 1  (45 3) 1  (45 4) 0  (45 5) 1  (45 6) 1  (45 7) 1  (45 8) 1  (45 9) 1  (45 10) 1 
 (46 1) 1  (46 2) 1  (46 3) 1  (46 4) 0  (46 5) 1  (46 6) 1  (46 7) 1  (46 8) 1  (46 9) 1  (46 10) 1 
 (47 1) 1  (47 2) 1  (47 3) 1  (47 4) 1  (47 5) 1  (47 6) 1  (47 7) 1  (47 8) 1  (47 9) 0  (47 10) 0 
 (48 1) 1  (48 2) 1  (48 3) 1  (48 4) 0  (48 5) 1  (48 6) 1  (48 7) 1  (48 8) 1  (48 9) 1  (48 10) 1 
]
